Conversion of an object of class 'genind' into a GENEPOP file with the package 'graph4lg'                                                 
BMS1117, 
TGLA53, 
BMC4214, 
BM1225, 
BM47, 
BMS1315, 
IL4, 
BM2113, 
BMS1716, 
BM1706, 
BMS1675, 
BMS1857, 
BMS1001, 
BMS601, 
BM720, 
ILSTS102, 
BMS1074, 
BMS1172, 
BMS2258, 
BM757, 
SPS115, 
BMS527, 
BM2830, 
INRA194, 
BMS941, 
INRA037, 
BM4107, 
TGLA122, 
HUJ246, 
BMS528, 
BM4440, 
TGLA44, 
BMS510, 
BMS1355, 
BM1824, 
BMS812, 
BMS2639, 
BMS410, 
AGLA232, 
BM17132, 
BM711, 
INRA133, 
RM372, 
BM4311, 
BMS1747, 
BL1036, 
BM1862, 
BMS1862, 
URB011 
Pop                                                 
AISH_234, 089091 136136 181181 253253 103103 141145 093103 129129 191195 232238 087089 160162 108115 172182 227231 143143 156158 102102 142146 188190 252252 173177 146154 152156 077083 132132 165183 142148 260262 146150 125129 159159 091091 146146 180196 110112 166176 089095 161161 087089 167167 228228 128128 102102 101103 177191 205205 144144 149151
AISH_235, 089091 134134 187187 249253 103103 135147 093093 129141 189191 232238 087091 147160 115115 176178 229231 143143 158160 090090 140142 190194 252252 173177 146166 144160 083083 124124 179183 142142 262262 150150 125129 155155 091091 146150 180196 112112 166172 089089 161165 087091 167167 228238 128130 102104 099101 181181 205205 158168 149153
AISH_236, 089091 136136 179181 253253 103103 141145 093103 129129 189195 238238 087087 147160 113115 174176 229229 143143 158160 088090 127146 188194 250252 173177 146152 154156 077081 124132 179183 142142 262262 150150 125125 155155 091094 150150 180184 106106 166176 085089 159161 087089 167167 228238 114130 104104 101101 181191 205211 166168 151153
AISH_237, 089089 136136 187187 253253 103103 141141 091103 129149 191191 232238 089089 158158 115115 172172 225229 143143 156158 090090 146148 190190 250252 173177 152152 144154 083083 124126 165183 138142 260262 146150 125129 155157 091095 150150 180184 106112 172172 085089 161161 081089 167167 224238 130132 092096 095101 181181 205205 158166 147153
AISH_238, 089089 136136 179181 253271 103103 135145 097103 129141 189191 238238 087089 158160 115115 172172 227229 143157 158158 088090 127148 188190 252252 173177 152152 144160 083083 124132 183183 138142 262262 150150 123125 155157 091091 150150 180194 110112 170172 089089 161165 089089 167167 238238 114130 096102 095095 181191 205211 144144 145147
AISH_239, 089089 136138 181187 249253 103103 141145 093093 149149 191191 238238 087089 158158 115115 172174 227229 143157 156156 090102 146148 190194 252252 173177 152152 144154 083083 124132 175183 142148 262262 146150 125129 155157 091091 150150 180180 090112 166176 081085 161161 089091 167167 224238 114128 092098 095101 181181 205207 166166 145151
AISH_240, 089091 136138 187187 241249 103103 141145 093097 129149 191195 238252 087087 158158 115115 172172 229229 143157 156156 090102 142146 190194 250252 173175 146152 144154 083083 132132 175183 142142 260262 140150 125125 155157 091095 146150 180180 110112 166176 081089 161173 087089 167167 224238 114130 098104 095101 181191 205205 166168 145149
AISH_241, 089089 136136 187187 253253 103103 141141 093103 129129 191191 238238 087087 147160 115115 172174 227229 143143 158160 088102 127142 190194 252252 167175 146152 144160 077081 132132 183183 142142 262262 146150 123123 155155 091092 150150 180184 106112 172176 085095 161165 089089 161167 228238 130130 104104 101103 181181 201211 168168 149153
AISH_247, 089089 134136 181181 253253 103103 135135 097103 129149 189191 238238 087089 158162 108113 178178 227229 143143 156158 090102 127142 188194 252252 173173 146152 154154 081083 132132 183183 142142 260262 150150 125129 153155 091095 150150 180180 110112 172176 089089 161161 089089 167167 228238 114130 098098 099103 181181 201205 144166 151153
AISH_248, 089089 134136 181187 253253 103103 141141 093103 129129 191191 238238 087089 158158 113113 174178 233233 143143 158158 090090 127142 190194 252252 167173 146166 144160 081083 132132 179183 142148 260262 150150 125129 153155 094095 150150 180180 112112 172172 085089 161161 089091 167167 228228 130130 098104 095101 181191 201205 166168 145153
AISH_249, 089089 136136 181181 253253 103103 135141 103103 129149 191195 238252 087089 158162 108115 174174 229231 143143 156158 090090 142142 190194 244252 167177 152152 144160 077077 126132 165183 142142 262262 150150 125125 155155 091091 150150 180180 112112 166166 085089 161173 091091 167167 228238 114132 092092 095103 181181 205205 144166 145153
AISH_250, 089091 134136 187187 253253 103103 135145 103103 129129 189189 238238 087089 158162 115115 174174 227229 143143 158158 090102 142142 190194 252252 167177 146152 152154 077083 124132 179183 138142 262262 150150 123125 153155 091091 146150 180194 112112 172176 085089 159161 089089 167167 224236 128130 092098 101101 181181 211211 142144 151153
AISH_251, 091091 134136 187187 241253 103103 135141 091093 129141 191191 238238 089089 158161 115115 172174 229233 143143 158158 090090 127146 194194 252252 167173 146152 154156 077083 124132 175175 142142 260262 146148 125129 155155 091091 150150 180180 110112 170172 089095 173173 087087 167167 224238 128130 098102 101103 181191 201205 144166 151153
AISH_252, 089089 134136 179181 253253 103103 145145 093093 129129 189191 232238 087089 158162 108115 174176 227229 143143 158160 090090 127142 190190 252252 175175 152152 154156 081085 126132 165183 138142 262262 146150 125129 151155 095095 150150 180180 112112 172172 083089 161169 081089 167167 228228 130130 102102 101101 181191 205205 142144 151153
AISH_253, 089091 134136 179181 253253 103103 141141 093103 129129 191195 232252 087089 160162 113115 172174 229233 143143 158158 090102 142142 194194 252252 167167 146152 154160 077083 124132 175183 142148 262262 146150 125125 153155 091094 150150 180180 110112 166166 085089 159165 081091 167167 228238 130132 098102 095101 181191 207211 142166 145153
AISH_255, 089089 136136 181187 253257 103103 135141 103103 129149 189191 232238 089089 147158 113113 172172 227229 143143 158158 090090 127142 190190 252254 167173 146146 154160 083085 124124 165175 142142 262262 146150 129129 155159 091091 150150 180194 110112 174178 089095 161173 081089 167167 232238 128130 092092 103103 181191 201205 142158 145153
AISH_256, 091091 134136 181187 253253 103103 135145 093103 129129 191191 252254 087089 158162 115115 174178 225229 143143 158160 090090 142146 194194 252252 167173 150152 154160 077077 124124 175183 142148 260260 150150 129129 155155 091091 148150 180180 112112 170176 085085 165173 081089 167167 228228 130130 098104 101103 181191 205211 144166 145149
